province,last_updated,data » date,data » change_cases,data » change_fatalities,data » change_tests,data » change_hospitalizations,data » change_criticals,data » change_recoveries,data » change_vaccinations,data » change_vaccinated,data » change_boosters_1,data » change_boosters_2,data » change_vaccines_distributed,data » total_cases,data » total_fatalities,data » total_tests,data » total_hospitalizations,data » total_criticals,data » total_recoveries,data » total_vaccinations,data » total_vaccinated,data » total_boosters_1,data » total_boosters_2,data » total_vaccines_distributed
,,2022-04-18,9727,2,10060,11,5,2382,6932,492,1459,4591,0,3635776,38263,59361912,5867,465,3374311,83065817,31247954,18349241,863334,95418068
,,2022-04-19,17012,144,16052,404,3,21103,39235,1486,5823,30337,0,3652788,38407,59377964,6271,468,3395414,83105052,31249440,18355064,893671,95418068
,,2022-04-20,9851,113,21988,348,-7,5822,117736,-1996,16475,92753,0,3662639,38520,59399952,6619,461,3401236,83222788,31247444,18371539,986424,95418068
,,2022-04-21,17069,166,50406,168,-8,6325,220502,38236,56602,88397,-62426,3679708,38686,59450358,6787,453,3407561,83443290,31285680,18428141,1074821,95355642
,,2022-04-22,8100,26,20828,-35,7,3626,78393,2335,8067,66415,0,3687808,38712,59471186,6752,460,3411187,83521683,31288015,18436208,1141236,95355642
,,2022-04-23,5848,24,20004,93,-2,3274,74412,2694,8373,61627,0,3693656,38736,59491190,6845,458,3414461,83596095,31290709,18444581,1202863,95355642
,,2022-04-24,4910,6,16139,-322,0,3192,50253,3154,6962,38541,0,3698566,38742,59507329,6523,458,3417653,83646348,31293863,18451543,1241404,95355642
,,2022-04-25,8985,99,13247,33,5,3167,22252,1272,3304,16957,0,3707551,38841,59520576,6556,463,3420820,83668600,31295135,18454847,1258361,95355642
,,2022-04-26,7398,54,13451,338,8,4898,51868,1936,7065,40667,0,3714949,38895,59534027,6894,471,3425718,83720468,31297071,18461912,1299028,95355642
,,2022-04-27,11637,106,23230,61,-2,4055,99566,5119,14453,76685,0,3726586,39001,59557257,6955,469,3429773,83820034,31302190,18476365,1375713,95355642
,,2022-04-28,9891,169,32055,-50,-10,3751,117810,4920,35842,70829,0,3736477,39170,59589312,6905,459,3433524,83937844,31307110,18512207,1446542,95355642
,,2022-04-29,4409,46,19235,-18,3,3462,66950,2220,7033,56008,0,3740886,39216,59608547,6887,462,3436986,84004794,31309330,18519240,1502550,95355642
,,2022-04-30,2799,13,16841,-3,-21,3158,61534,2374,7069,50662,0,3743685,39229,59625388,6884,441,3440144,84066328,31311704,18526309,1553212,95355642
,,2022-05-01,2243,17,13492,-266,-1,2406,39805,2416,5638,30501,0,3745928,39246,59638880,6618,440,3442550,84106133,31314120,18531947,1583713,95355642
,,2022-05-02,8253,32,11849,-107,21,2292,13978,827,2028,10627,0,3754181,39278,59650729,6511,461,3444842,84120111,31314947,18533975,1594340,95355642
,,2022-05-03,5587,60,12206,294,-15,4911,38810,1805,5359,29220,0,3759768,39338,59662935,6805,446,3449753,84158921,31316752,18539334,1623560,95355642
,,2022-05-04,10574,151,0,17,-2,3457,92092,5341,17345,65935,0,3770342,39489,59662935,6822,444,3453210,84251013,31322093,18556679,1689495,95355642
,,2022-05-05,7157,165,43584,-67,-10,0,110291,6291,-14631,114169,0,3777499,39654,59706519,6755,434,3453210,84361304,31328384,18542048,1803664,95355642
,,2022-05-06,3661,39,17744,-82,1,6727,56773,2058,5313,47722,0,3781160,39693,59724263,6673,435,3459937,84418077,31330442,18547361,1851386,95355642
,,2022-05-07,2164,24,14521,-99,-6,2820,53909,2043,5491,44888,0,3783324,39717,59738784,6574,429,3462757,84471986,31332485,18552852,1896274,95355642
,,2022-05-08,1938,10,12827,-396,3,2503,37132,2196,4570,28982,0,3785262,39727,59751611,6178,432,3465260,84509118,31334681,18557422,1925256,95355642
,,2022-05-09,6840,37,7702,-95,0,1976,13983,793,1819,6291,0,3792102,39764,59759313,6083,432,3467236,84523101,31335474,18559241,1931547,95355642
,,2022-05-10,3320,61,11576,299,-17,2279,36699,1637,4687,11267,0,3795422,39825,59770889,6382,415,3469515,84559800,31337111,18563928,1942814,95355642
,,2022-05-11,7475,122,20465,-123,-25,3040,80651,4266,10923,37524,0,3802897,39947,59791354,6259,390,3472555,84640451,31341377,18574851,1980338,95355642
,,2022-05-12,3637,58,23459,-172,-7,2602,72858,2320,6781,37530,0,3806534,40005,59814813,6087,383,3475157,84713309,31343697,18581632,2017868,95355642
,,2022-05-13,2869,48,16020,-65,-8,2249,24512,765,2839,20447,0,3809403,40053,59830833,6022,375,3477406,84737821,31344462,18584471,2038315,95355642
,,2022-05-14,1092,0,0,0,0,0,44423,1947,4612,13561,0,3810495,40053,59830833,6022,375,3477406,84782244,31346409,18589083,2051876,95355642
,,2022-05-15,337,0,0,0,0,0,41930,2221,4628,12329,0,3810832,40053,59830833,6022,375,3477406,84824174,31348630,18593711,2064205,95355642
,,2022-05-16,2973,28,0,-143,-8,0,5391,334,778,4104,0,3813805,40081,59830833,5879,367,3477406,84829565,31348964,18594489,2068309,95355642
,,2022-05-17,11220,178,65557,-97,-2,9682,56467,3549,7455,8689,0,3825025,40259,59896390,5782,365,3487088,84886032,31352513,18601944,2076998,95355642
,,2022-05-18,5526,91,15599,-192,-3,2374,70762,4039,9570,31924,0,3830551,40350,59911989,5590,362,3489462,84956794,31356552,18611514,2108922,95355642
,,2022-05-19,5655,217,22370,-102,13,2204,143918,8754,22124,81508,0,3836206,40567,59934359,5488,375,3491666,85100712,31365306,18633638,2190430,95355642
,,2022-05-20,2650,50,14413,-148,-2,1887,37727,1844,4171,10292,0,3838856,40617,59948772,5340,373,3493553,85138439,31367150,18637809,2200722,95355642
,,2022-05-21,1221,13,12077,-49,-3,1746,34955,1920,4516,8706,0,3840077,40630,59960849,5291,370,3495299,85173394,31369070,18642325,2209428,95355642
,,2022-05-22,1052,2,9777,-307,-8,1484,21037,1728,3327,7407,0,3841129,40632,59970626,4984,362,3496783,85194431,31370798,18645652,2216835,95355642
,,2022-05-23,1584,0,0,0,0,0,3266,240,576,2336,0,3842713,40632,59970626,4984,362,3496783,85197697,31371038,18646228,2219171,95355642
,,2022-05-24,4304,27,12033,-70,-1,3226,13900,1025,2698,9352,0,3847017,40659,59982659,4914,361,3500009,85211597,31372063,18648926,2228523,95355642
,,2022-05-25,3949,87,11663,60,-10,28286,53342,11523,8325,22753,0,3850966,40746,59994322,4974,351,3528295,85264939,31383586,18657251,2251276,95355642
,,2022-05-26,2950,103,19944,-156,-17,-24476,96141,4922,11877,58750,0,3853916,40849,60014266,4818,334,3503819,85361080,31388508,18669128,2310026,95355642
,,2022-05-27,3637,51,13316,-114,-12,1576,32079,1801,3634,7449,0,3857553,40900,60027582,4704,322,3505395,85393159,31390309,18672762,2317475,95355642
,,2022-05-28,1144,13,11297,-83,-10,1549,29441,1944,4107,6597,0,3858697,40913,60038879,4621,312,3506944,85422600,31392253,18676869,2324072,95355642
,,2022-05-29,878,2,8213,-222,1,1324,20892,2074,3569,5659,0,3859575,40915,60047092,4399,313,3508268,85443492,31394327,18680438,2329731,95355642
,,2022-05-30,7324,13,6368,-143,-1,930,8567,999,1593,2456,0,3866899,40928,60053460,4256,312,3509198,85452059,31395326,18682031,2332187,95355642
,,2022-05-31,1702,26,9535,199,-8,1124,20360,1603,3245,3592,0,3868601,40954,60062995,4455,304,3510322,85472419,31396929,18685276,2335779,95355642
,,2022-06-01,4996,86,22211,-245,-16,1478,46153,3765,7877,18587,0,3873597,41040,60085206,4210,288,3511800,85518572,31400694,18693153,2354366,95355642
,,2022-06-02,4030,168,16450,-169,-26,63465,83965,4889,9409,408488,0,3877627,41208,60101656,4041,262,3575265,85602537,31405583,18702562,2762854,95355642
,,2022-06-03,1448,10,10097,-73,-5,1778,22283,1674,3091,16372,0,3879075,41218,60111753,3968,257,3577043,85624820,31407257,18705653,2779226,95355642
,,2022-06-04,1368,13,9829,2,-10,1797,20028,1881,3344,13630,0,3880443,41231,60121582,3970,247,3578840,85644848,31409138,18708997,2792856,95355642
,,2022-06-05,2364,15,6998,-248,4,2560,17949,2180,3455,8027,0,3882807,41246,60128580,3722,251,3581400,85662797,31411318,18712452,2800883,95355642
,,2022-06-06,1069,16,6289,11,5,669,5989,701,1257,3668,0,3883876,41262,60134869,3733,256,3582069,85668786,31412019,18713709,2804551,95355642
,,2022-06-07,1816,9,8291,99,-1,16184,16894,1470,3055,11368,0,3885692,41271,60143160,3832,255,3598253,85685680,31413489,18716764,2815919,95355642
,,2022-06-08,3053,20,11234,-174,-8,868,31584,-4406,6103,19756,0,3888745,41291,60154394,3658,247,3599121,85717264,31409083,18722867,2835675,95355642
,,2022-06-09,3557,108,15665,-116,-6,983,87839,4562,9801,70251,0,3892302,41399,60170059,3542,241,3600104,85805103,31413645,18732668,2905926,95355642
,,2022-06-10,2620,30,9192,-13,-8,4004,21293,1760,3234,15047,0,3894922,41429,60179251,3529,233,3604108,85826396,31415405,18735902,2920973,95355642
,,2022-06-11,1431,13,11050,-13,-4,1609,19460,1592,3087,13730,0,3896353,41442,60190301,3516,229,3605717,85845856,31416997,18738989,2934703,95355642
,,2022-06-12,920,2,6884,-134,3,1291,13537,1996,2637,7926,0,3897273,41444,60197185,3382,232,3607008,85859393,31418993,18741626,2942629,95355642
,,2022-06-13,2823,67,-20537,13,-1,621,5626,757,1268,3152,0,3900096,41511,60176648,3395,231,3607629,85865019,31419750,18742894,2945781,95355642
,,2022-06-14,1586,13,34832,119,5,1760,15640,1263,2828,10572,0,3901682,41524,60211480,3514,236,3609389,85880659,31421013,18745722,2956353,95355642
,,2022-06-15,3026,50,10385,-111,-5,1374,33467,3361,6346,21533,0,3904708,41574,60221865,3403,231,3610763,85914126,31424374,18752068,2977886,95355642
,,2022-06-16,3665,90,25325,-97,-19,314,80113,4470,9619,62883,0,3908373,41664,60247190,3306,212,3611077,85994239,31428844,18761687,3040769,95355642
,,2022-06-17,1705,2,10305,-21,-3,1392,17536,1238,2553,12917,0,3910078,41666,60257495,3285,209,3612469,86011775,31430082,18764240,3053686,95355642
,,2022-06-18,1109,0,8795,22,-7,741,17930,1384,3013,12654,0,3911187,41666,60266290,3307,202,3613210,86029705,31431466,18767253,3066340,95355642
,,2022-06-19,1530,22,6265,-147,0,3530,12498,1583,2605,7505,0,3912717,41688,60272555,3160,202,3616740,86042203,31433049,18769858,3073845,95355642
,,2022-06-20,2355,2,6783,45,0,1213,6224,726,1553,3586,0,3915072,41690,60279338,3205,202,3617953,86048427,31433775,18771411,3077431,95355642
,,2022-06-21,1979,7,7908,128,4,1209,14642,1057,2678,10098,0,3917051,41697,60287246,3333,206,3619162,86063069,31434832,18774089,3087529,95355642
,,2022-06-22,3666,18,10582,-38,-5,1382,28949,2365,5190,19772,0,3920717,41715,60297828,3295,201,3620544,86092018,31437197,18779279,3107301,95355642
,,2022-06-23,3027,63,16186,7,13,1945,81404,3867,9735,62730,0,3923744,41778,60314014,3302,214,3622489,86173422,31441064,18789014,3170031,95355642
,,2022-06-24,2566,16,9918,39,0,1555,24064,1894,3878,17034,0,3926310,41794,60323932,3341,214,3624044,86197486,31442958,18792892,3187065,95355642
,,2022-06-25,1746,10,9494,17,-9,1391,15395,1061,1762,11945,0,3928056,41804,60333426,3358,205,3625435,86212881,31444019,18794654,3199010,95355642
,,2022-06-26,1632,2,7568,-159,0,1437,12045,1303,2242,7881,0,3929688,41806,60340994,3199,205,3626872,86224926,31445322,18796896,3206891,95355642
,,2022-06-27,2807,5,5593,27,2,1134,4744,560,916,3018,0,3932495,41811,60346587,3226,207,3628006,86229670,31445882,18797812,3209909,95355642
,,2022-06-28,2653,11,7583,242,2,1440,14030,958,2423,9931,0,3935148,41822,60354170,3468,209,3629446,86243700,31446840,18800235,3219840,95355642
,,2022-06-29,3690,39,11820,-38,-5,1449,18633,1204,2637,14044,0,3938838,41861,60365990,3430,204,3630895,86262333,31448044,18802872,3233884,95355642
,,2022-06-30,2346,13,14930,65,14,1357,22953,2778,6024,12825,0,3941184,41874,60380920,3495,218,3632252,86285286,31450822,18808896,3246709,95355642
,,2022-07-01,3307,35,8920,-34,2,1787,22085,1662,2758,16592,0,3944491,41909,60389840,3461,220,3634039,86307371,31452484,18811654,3263301,95355642
,,2022-07-02,2100,5,6906,-104,-9,1675,2649,261,562,1637,0,3946591,41914,60396746,3357,211,3635714,86310020,31452745,18812216,3264938,95355642
,,2022-07-03,1607,4,6262,53,5,1698,12152,954,2333,8253,0,3948198,41918,60403008,3410,216,3637412,86322172,31453699,18814549,3273191,95355642
,,2022-07-04,3454,25,5776,-10,0,1486,5127,452,1066,3367,0,3951652,41943,60408784,3400,216,3638898,86327299,31454151,18815615,3276558,95355642
,,2022-07-05,5170,13,10665,334,11,2914,16889,1010,3104,11996,0,3956822,41956,60419449,3734,227,3641812,86344188,31455161,18818719,3288554,95355642
,,2022-07-06,4256,33,9222,62,11,1747,44986,4340,9323,28548,0,3961078,41989,60428671,3796,238,3643559,86389174,31459501,18828042,3317102,95355642
,,2022-07-07,4380,109,17508,150,12,1772,104139,4029,13172,84334,0,3965458,42098,60446179,3946,250,3645331,86493313,31463530,18841214,3401436,95355642
,,2022-07-08,10604,42,10642,15,-2,951,18094,980,2430,13998,0,3976062,42140,60456821,3961,248,3646282,86511407,31464510,18843644,3415434,95355642
,,2022-07-09,2949,13,8606,15,-13,23036,41047,2125,6236,30923,0,3979011,42153,60465427,3976,235,3669318,86552454,31466635,18849880,3446357,95355642
,,2022-07-10,2436,4,7839,-200,6,2508,20440,981,2815,15728,0,3981447,42157,60473266,3776,241,3671826,86572894,31467616,18852695,3462085,95355642
,,2022-07-11,2079,9,6076,138,1,2167,8304,526,1417,5908,0,3983526,42166,60479342,3914,242,3673993,86581198,31468142,18854112,3467993,95355642
,,2022-07-12,5409,18,11191,297,-1,3000,21061,1012,3300,15747,0,3988935,42184,60490533,4211,241,3676993,86602259,31469154,18857412,3483740,95355642
,,2022-07-13,6385,66,14601,241,10,2541,86897,5225,15778,61864,0,3995320,42250,60505134,4452,251,3679534,86689156,31474379,18873190,3545604,95355642
,,2022-07-14,4414,12,11268,130,1,3189,30498,1127,3637,24570,0,3999734,42262,60516402,4582,252,3682723,86719654,31475506,18876827,3570174,95355642
,,2022-07-15,3948,45,11765,86,0,1228,45143,1944,4974,36249,0,4003682,42307,60528167,4668,252,3683951,86764797,31477450,18881801,3606423,95355642
,,2022-07-16,3846,15,12753,50,-8,1171,44435,1309,4211,37391,0,4007528,42322,60540920,4718,244,3685122,86809232,31478759,18886012,3643814,95355642
,,2022-07-17,3128,24,10100,-224,2,920,36084,1078,3481,30275,0,4010656,42346,60551020,4494,246,3686042,86845316,31479837,18889493,3674089,95355642
,,2022-07-18,2530,15,6893,70,10,922,15060,380,1288,12995,0,4013186,42361,60557913,4564,256,3686964,86860376,31480217,18890781,3687084,95355642
,,2022-07-19,4229,22,9164,427,20,1259,37532,1166,3804,31354,0,4017415,42383,60567077,4991,276,3688223,86897908,31481383,18894585,3718438,95355642
,,2022-07-20,6615,59,18178,153,6,1532,69024,3028,8587,54678,0,4024030,42442,60585255,5144,282,3689755,86966932,31484411,18903172,3773116,95355642
,,2022-07-21,5906,74,14039,191,-2,1514,95217,3157,11522,77393,0,4029936,42516,60599294,5335,280,3691269,87062149,31487568,18914694,3850509,95355642
,,2022-07-22,3947,50,13773,-10,0,1525,52438,1660,4425,44299,0,4033883,42566,60613067,5325,280,3692794,87114587,31489228,18919119,3894808,95355642
,,2022-07-23,3825,28,13339,-8,0,1409,50633,1775,4977,41915,0,4037708,42594,60626406,5317,280,3694203,87165220,31491003,18924096,3936723,95355642
,,2022-07-24,2746,11,10391,-579,1,1335,32987,1111,2878,27794,0,4040454,42605,60636797,4738,281,3695538,87198207,31492114,18926974,3964517,95355642
,,2022-07-25,2399,13,6880,11,7,1033,16411,437,1527,13799,0,4042853,42618,60643677,4749,288,3696571,87214618,31492551,18928501,3978316,95355642
,,2022-07-26,3051,25,9323,692,5,1460,33688,1001,3160,27958,0,4045904,42643,60653000,5441,293,3698031,87248306,31493552,18931661,4006274,95355642
,,2022-07-27,5511,45,13590,-168,-8,2067,216292,-4495,21583,211952,0,4051415,42688,60666590,5273,285,3700098,87464598,31489057,18953244,4218226,95355642
,,2022-07-28,4652,106,14238,8,3,1802,85911,3496,10993,67776,0,4056067,42794,60680828,5281,288,3701900,87550509,31492553,18964237,4286002,95355642
,,2022-07-29,3274,26,12831,-37,6,1811,30665,1826,4587,32385,0,4059341,42820,60693659,5244,294,3703711,87581174,31494379,18968824,4318387,95355642
,,2022-07-30,3130,15,10707,-48,2,1658,7903,613,1906,14925,0,4062471,42835,60704366,5196,296,3705369,87589077,31494992,18970730,4333312,95355642
,,2022-07-31,2488,16,9313,-464,-5,1538,19123,1035,3084,23262,0,4064959,42851,60713679,4732,291,3706907,87608200,31496027,18973814,4356574,95355642
,,2022-08-01,1952,3,6521,-2,7,1294,87425,665,1811,13363,0,4066911,42854,60720200,4730,298,3708201,87695625,31496692,18975625,4369937,95355642
,,2022-08-02,2244,14,6185,-78,-4,1365,16417,358,1359,9109,0,4069155,42868,60726385,4652,294,3709566,87712042,31497050,18976984,4379046,95355642
,,2022-08-03,4280,38,8681,554,5,2185,36018,1447,4032,27809,0,4073435,42906,60735066,5206,299,3711751,87748060,31498497,18981016,4406855,95355642
,,2022-08-04,4430,83,16100,33,-7,2065,73243,3489,9953,59145,0,4077865,42989,60751166,5239,292,3713816,87821303,31501986,18990969,4466000,95355642
,,2022-08-05,3243,27,13048,-82,-10,1951,28137,1254,3219,24177,0,4081108,43016,60764214,5157,282,3715767,87849440,31503240,18994188,4490177,95355642
,,2022-08-06,2943,40,10757,-93,-5,1708,29012,1566,3767,21773,0,4084051,43056,60774971,5064,277,3717475,87878452,31504806,18997955,4511950,95355642
,,2022-08-07,2317,17,9594,-357,4,1576,22817,858,2287,14858,0,4086368,43073,60784565,4707,281,3719051,87901269,31505664,19000242,4526808,95355642
,,2022-08-08,1896,9,5938,-93,6,1178,15593,285,865,5581,0,4088264,43082,60790503,4614,287,3720229,87916862,31505949,19001107,4532389,95355642
,,2022-08-09,2354,21,9616,418,0,1477,30876,884,2301,21088,0,4090618,43103,60800119,5032,287,3721706,87947738,31506833,19003408,4553477,95355642
,,2022-08-10,4983,71,15961,67,-5,1975,70704,2585,6928,49999,6230376,4095601,43174,60816080,5099,282,3723681,88018442,31509418,19010336,4603476,101586018
,,2022-08-11,3799,84,11890,-11,-14,1770,46118,2683,7000,34009,0,4099400,43258,60827970,5088,268,3725451,88064560,31512101,19017336,4637485,101586018
,,2022-08-12,3087,49,11705,-46,2,1660,-4708,1447,3332,20681,0,4102487,43307,60839675,5042,270,3727111,88059852,31513548,19020668,4658166,101586018
,,2022-08-13,2499,19,10094,-58,-5,1579,26417,1230,2784,18751,0,4104986,43326,60849769,4984,265,3728690,88086269,31514778,19023452,4676917,101586018
,,2022-08-14,2099,18,8432,-419,5,1397,20355,942,2104,13813,0,4107085,43344,60858201,4565,270,3730087,88106624,31515720,19025556,4690730,101586018
,,2022-08-15,1518,10,5495,27,-7,1030,7084,351,788,5049,0,4108603,43354,60863696,4592,263,3731117,88113708,31516071,19026344,4695779,101586018
,,2022-08-16,2290,11,7701,361,-5,1296,24178,975,2422,14856,0,4110893,43365,60871397,4953,258,3732413,88137886,31517046,19028766,4710635,101586018
,,2022-08-17,4549,48,12152,105,-1,1661,123240,2939,11094,98224,0,4115442,43413,60883549,5058,257,3734074,88261126,31519985,19039860,4808859,101586018
,,2022-08-18,5360,95,10820,6,-5,1863,77701,3977,9766,47582,0,4120802,43508,60894369,5064,252,3735937,88338827,31523962,19049626,4856441,101586018
,,2022-08-19,1617,9,10876,11,1,1628,48021,2196,4484,28199,0,4122419,43517,60905245,5075,253,3737565,88386848,31526158,19054110,4884640,101586018
,,2022-08-20,1479,19,10024,-11,1,1630,33934,1219,2844,20590,0,4123898,43536,60915269,5064,254,3739195,88420782,31527377,19056954,4905230,101586018
,,2022-08-21,1294,8,7624,-430,8,1394,18587,713,1645,11731,0,4125192,43544,60922893,4634,262,3740589,88439369,31528090,19058599,4916961,101586018
,,2022-08-22,3882,12,5889,-912,6,1021,12674,637,1391,7989,0,4129074,43556,60928782,3722,268,3741610,88452043,31528727,19059990,4924950,101586018
,,2022-08-23,1230,7,8143,1317,-9,1318,29393,971,2524,16344,0,4130304,43563,60936925,5039,259,3742928,88481436,31529698,19062514,4941294,101586018
,,2022-08-24,5415,103,11176,60,6,1853,66968,2773,6960,41130,0,4135719,43666,60948101,5099,265,3744781,88548404,31532471,19069474,4982424,101586018
,,2022-08-25,3505,71,18241,4,-1,1523,38941,1439,3807,-98974,0,4139224,43737,60966342,5103,264,3746304,88587345,31533910,19073281,4883450,101586018
,,2022-08-26,2172,31,10157,-70,-11,1499,38266,1373,3525,140978,0,4141396,43768,60976499,5033,253,3747803,88625611,31535283,19076806,5024428,101586018
,,2022-08-27,1418,16,9345,-94,-1,1377,12889,1031,2041,8117,0,4142814,43784,60985844,4939,252,3749180,88638500,31536314,19078847,5032545,101586018
,,2022-08-28,1145,14,7754,-338,7,1274,8103,646,1364,4733,0,4143959,43798,60993598,4601,259,3750454,88646603,31536960,19080211,5037278,101586018
,,2022-08-29,2612,11,5498,-36,1,962,44549,1166,3553,24112,0,4146571,43809,60999096,4565,260,3751416,88691152,31538126,19083764,5061390,101586018
,,2022-08-30,1908,52,7626,269,10,1361,25344,1092,2795,13096,0,4148479,43861,61006722,4834,270,3752777,88716496,31539218,19086559,5074486,101586018
,,2022-08-31,3476,65,10283,-38,-20,1632,62663,2898,7552,36984,0,4151955,43926,61017005,4796,250,3754409,88779159,31542116,19094111,5111470,101586018
,,2022-09-01,4475,149,12639,-101,-11,1471,77429,4184,11117,40182,0,4156430,44075,61029644,4695,239,3755880,88856588,31546300,19105228,5151652,101586018
,,2022-09-02,2157,38,10354,-94,-2,1437,33678,1398,6178,15802,0,4158587,44113,61039998,4601,237,3757317,88890266,31547698,19111406,5167454,101586018
,,2022-09-03,1255,11,9004,-25,-7,1342,15355,1116,5544,6944,0,4159842,44124,61049002,4576,230,3758659,88905621,31548814,19116950,5174398,101586018
,,2022-09-04,1051,5,7396,-83,8,1204,8836,681,3217,3838,0,4160893,44129,61056398,4493,238,3759863,88914457,31549495,19120167,5178236,101586018
,,2022-09-05,2251,12,5362,18,-1,934,31164,788,4154,14663,0,4163144,44141,61061760,4511,237,3760797,88945621,31550283,19124321,5192899,101586018
,,2022-09-06,1264,1,6279,-104,3,995,5614,172,1433,2426,0,4164408,44142,61068039,4407,240,3761792,88951235,31550455,19125754,5195325,101586018
,,2022-09-07,3051,65,7974,24,-2,1850,51732,2085,11080,25419,0,4167459,44207,61076013,4431,238,3763642,89002967,31552540,19136834,5220744,101586018
,,2022-09-08,3334,80,12525,95,-9,1500,50977,2773,10912,22640,0,4170793,44287,61088538,4526,229,3765142,89053944,31555313,19147746,5243384,101586018
,,2022-09-09,2189,51,11068,-53,-7,1291,28015,930,3789,12608,0,4172982,44338,61099606,4473,222,3766433,89081959,31556243,19151535,5255992,101586018
,,2022-09-10,1214,12,9059,-1,-4,1135,11305,790,3220,5797,0,4174196,44350,61108665,4472,218,3767568,89093264,31557033,19154755,5261789,101586018
,,2022-09-11,968,8,7266,-329,4,1251,9405,678,3665,3994,0,4175164,44358,61115931,4143,222,3768819,89102669,31557711,19158420,5265783,101586018
,,2022-09-12,2391,12,5143,1,0,853,47641,883,4300,21169,0,4177555,44370,61121074,4144,222,3769672,89150310,31558594,19162720,5286952,101586018
,,2022-09-13,1952,20,8365,283,-4,1142,23001,775,2098,10111,0,4179507,44390,61129439,4427,218,3770814,89173311,31559369,19164818,5297063,101586018
,,2022-09-14,2480,33,9991,-4,12,1529,56473,1787,7073,30982,0,4181987,44423,61139430,4423,230,3772343,89229784,31561156,19171891,5328045,101586018
,,2022-09-15,3971,191,12199,-34,5,1328,65064,1790,14212,31678,0,4185958,44614,61151629,4389,235,3773671,89294848,31562946,19186103,5359723,101586018
,,2022-09-16,2116,32,10355,8,7,1341,44315,902,2899,24085,0,4188074,44646,61161984,4397,242,3775012,89339163,31563848,19189002,5383808,101586018
,,2022-09-17,1321,18,10111,-36,-8,1155,17599,713,2075,13731,0,4189395,44664,61172095,4361,234,3776167,89356762,31564561,19191077,5397539,101586018
,,2022-09-18,1050,1,6758,-409,-5,1010,11732,475,1384,9153,0,4190445,44665,61178853,3952,229,3777177,89368494,31565036,19192461,5406692,101586018
,,2022-09-19,2420,16,5007,10,8,700,50997,958,3804,23496,0,4192865,44681,61183860,3962,237,3777877,89419491,31565994,19196265,5430188,101586018
,,2022-09-20,1806,20,7703,286,2,855,29977,712,1750,17600,0,4194671,44701,61191563,4248,239,3778732,89449468,31566706,19198015,5447788,101586018
,,2022-09-21,3440,47,11096,126,-6,1150,58161,1893,5483,35047,0,4198111,44748,61202659,4374,233,3779882,89507629,31568599,19203498,5482835,101586018
,,2022-09-22,3626,93,12422,-19,0,1434,99541,2332,13636,66748,0,4201737,44841,61215081,4355,233,3781316,89607170,31570931,19217134,5549583,101586018
,,2022-09-23,2213,28,9603,96,-3,1229,48257,1168,2652,29785,0,4203950,44869,61224684,4451,230,3782545,89655427,31572099,19219786,5579368,101586018
,,2022-09-24,1381,15,9070,-57,-4,1135,22122,941,1662,18507,0,4205331,44884,61233754,4394,226,3783680,89677549,31573040,19221448,5597875,101586018
,,2022-09-25,1133,6,7546,-303,4,1070,11383,726,1337,8660,0,4206464,44890,61241300,4091,230,3784750,89688932,31573766,19222785,5606535,101586018
,,2022-09-26,2645,18,5094,38,4,839,56190,1561,3953,26082,0,4209109,44908,61246394,4129,234,3785589,89745122,31575327,19226738,5632617,101586018
,,2022-09-27,1912,19,7188,305,4,1010,53205,758,2307,41104,0,4211021,44927,61253582,4434,238,3786599,89798327,31576085,19229045,5673721,101586018
,,2022-09-28,4115,53,10413,221,5,1424,114111,1994,6534,90633,0,4215136,44980,61263995,4655,243,3788023,89912438,31578079,19235579,5764354,101586018
,,2022-09-29,3656,66,12632,137,13,1542,196380,2424,13581,162868,0,4218792,45046,61276627,4792,256,3789565,90108818,31580503,19249160,5927222,101586018
,,2022-09-30,2516,25,9586,82,14,1247,72598,1359,3319,53948,0,4221308,45071,61286213,4874,270,3790812,90181416,31581862,19252479,5981170,101586018
,,2022-10-01,1585,7,9345,1,-1,1370,34649,715,1630,31658,0,4222893,45078,61295558,4875,269,3792182,90216065,31582577,19254109,6012828,101586018
,,2022-10-02,1132,1,7422,-381,-3,997,24584,1048,1709,21019,0,4224025,45079,61302980,4494,266,3793179,90240649,31583625,19255818,6033847,101586018
,,2022-10-03,2777,16,5297,-26,0,819,60972,1527,3721,32613,0,4226802,45095,61308277,4468,266,3793998,90301621,31585152,19259539,6066460,101586018
,,2022-10-04,1852,31,7304,463,-8,1167,43262,880,1872,34442,0,4228654,45126,61315581,4931,258,3795165,90344883,31586032,19261411,6100902,101586018
,,2022-10-05,2714,23,11414,86,1,1508,60085,1302,2608,45047,0,4231368,45149,61326995,5017,259,3796673,90404968,31587334,19264019,6145949,101586018
,,2022-10-06,3552,79,13771,115,-5,1326,196170,3126,13116,163671,0,4234920,45228,61340766,5132,254,3797999,90601138,31590460,19277135,6309620,101586018
,,2022-10-07,2541,25,10897,48,-2,1230,64496,1445,3004,47044,0,4237461,45253,61351663,5180,252,3799229,90665634,31591905,19280139,6356664,101586018
,,2022-10-08,1343,18,10904,34,0,1170,135215,5219,13220,106603,0,4238804,45271,61362567,5214,252,3800399,90800849,31597124,19293359,6463267,101586018
,,2022-10-09,1545,6,8646,-491,-6,1031,19068,739,1535,16393,0,4240349,45277,61371213,4723,246,3801430,90819917,31597863,19294894,6479660,101586018
